City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
464,Yatou,CN,37.15,122.3833,41.29,78,94,25.28,overcast clouds
465,Vavuniya,LK,8.7514,80.4971,73.27,97,100,1.54,overcast clouds
466,Ancud,CL,-41.8697,-73.8203,62.13,91,100,6.22,overcast clouds
467,Romitan,UZ,39.9343,64.3814,35.55,55,100,2.3,overcast clouds
468,Gat,IL,31.61,34.7642,76.41,39,0,4.5,clear sky
469,Gemena,CD,3.25,19.7667,72.25,93,89,1.74,moderate rain
470,Khandyga,RU,62.6667,135.6,-20.18,100,91,2.64,overcast clouds
471,Japura,ID,-0.3167,102.35,75.42,96,100,1.63,moderate rain
472,Coquimbo,CL,-29.9533,-71.3436,62.33,67,20,14.97,few clouds
473,Paka,MY,4.6374,103.4368,78.22,89,60,2.57,broken clouds
474,Maningrida,AU,-12.0667,134.2667,81.0,73,53,3.49,broken clouds
475,Irbil,IQ,36.1926,44.0106,60.62,16,0,9.22,clear sky
476,Itanhem,BR,-17.1664,-40.33,82.09,61,74,4.94,broken clouds
477,Cabedelo,BR,-6.9811,-34.8339,84.87,67,61,11.12,broken clouds
478,Kathmandu,NP,27.7167,85.3167,55.62,94,20,2.3,few clouds
479,Guasdualito,VE,7.2424,-70.7324,88.59,56,100,7.0,overcast clouds
480,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,64,20,21.85,few clouds
481,Wenling,CN,28.3669,121.36,52.48,87,100,19.01,light rain
482,Umea,SE,63.8284,20.2597,28.33,86,20,10.36,few clouds
483,Singaparna,ID,-7.3515,108.111,71.02,94,100,1.83,overcast clouds
484,Norrtalje,SE,59.758,18.705,40.23,76,98,12.33,light rain
485,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,68,75,15.99,broken clouds
486,Mehamn,NO,71.0357,27.8492,30.11,74,75,11.5,light snow
487,Plesetsk,RU,62.708,40.2916,32.23,90,100,7.36,overcast clouds
488,Aykhal,RU,66.0,111.5,18.23,93,100,21.72,light snow
489,Sarangani,PH,5.4033,125.4636,83.21,78,7,17.94,clear sky
490,Tilichiki,RU,60.4667,166.1,17.4,95,100,6.73,light snow
491,Nizhniy Baskunchak,RU,48.2198,46.8311,44.78,67,85,6.93,overcast clouds
492,Santa Fe,AR,-31.6333,-60.7,85.01,42,46,1.99,scattered clouds
493,Chanute,US,37.6792,-95.4572,71.71,46,1,20.71,clear sky
494,Tiarei,PF,-17.5333,-149.3333,82.42,75,7,3.38,light rain
495,Punto Fijo,VE,11.6956,-70.1996,86.85,62,9,21.47,clear sky
496,Knysna,ZA,-34.0363,23.0471,59.61,86,100,1.23,overcast clouds
497,Constantine,DZ,36.365,6.6147,55.22,70,99,4.74,overcast clouds
498,Marsa Matruh,EG,31.3525,27.2453,71.15,71,0,7.47,clear sky
499,Doha,QA,25.2867,51.5333,82.38,56,0,5.75,clear sky
500,Lima,PE,-12.0432,-77.0282,65.14,72,75,10.36,broken clouds
501,Oktyabrskiy,RU,54.4815,53.471,39.96,74,100,17.16,overcast clouds
502,Pucallpa,PE,-8.3791,-74.5539,91.44,52,40,5.75,scattered clouds
503,Salym,RU,60.0625,71.4789,34.27,95,100,10.58,overcast clouds
504,Alice Springs,AU,-23.7,133.8833,63.95,94,40,3.44,scattered clouds
505,Palmares Do Sul,BR,-30.2578,-50.5097,69.73,54,5,10.92,clear sky
506,Razole,IN,16.4833,81.8333,77.29,79,98,4.29,overcast clouds
507,Tarata,BO,-17.6167,-66.0167,76.08,27,6,8.59,clear sky
508,Mlimba,TZ,-8.8,35.8167,81.97,36,1,4.14,clear sky
509,Santa Maria,BR,-29.6842,-53.8069,76.86,54,30,6.24,scattered clouds
510,Kurchum,KZ,48.5722,83.6542,21.54,58,3,3.87,clear sky
511,Callaway,US,30.153,-85.5699,70.99,48,1,5.01,clear sky
512,Oussouye,SN,12.485,-16.5469,82.47,66,28,8.63,light rain
513,Port Keats,AU,-14.25,129.55,82.51,73,100,3.09,overcast clouds
514,Naze,JP,28.3667,129.4833,70.09,64,100,9.28,overcast clouds
515,San Andres,CO,12.5847,-81.7006,86.02,74,40,9.22,scattered clouds
516,Hofn,IS,64.2539,-15.2082,35.98,77,100,9.93,overcast clouds
517,Emba,KZ,48.8264,58.1442,36.73,45,100,7.52,overcast clouds
518,Marquette,US,46.5333,-87.6335,61.77,50,100,8.68,overcast clouds
519,Dabakala,CI,8.3667,-4.4333,83.05,54,5,4.47,clear sky
520,Oga,IT,46.4631,10.347,32.68,50,29,2.04,scattered clouds
521,Sidney,AU,-33.8679,151.2073,65.71,95,90,3.0,light rain
522,Rocha,UY,-34.4833,-54.3333,65.71,57,9,9.62,clear sky
523,Tessalit,ML,20.1986,1.0114,86.59,15,21,6.17,few clouds
524,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,87.64,50,95,7.09,overcast clouds
525,Quiindy,PY,-25.9667,-57.2667,84.31,49,100,4.27,overcast clouds
526,Khomutovo,RU,52.4658,104.4025,20.01,96,99,2.84,overcast clouds
527,Carballo,ES,43.213,-8.691,56.01,82,100,7.07,overcast clouds
528,Ashibetsu,JP,43.5097,142.1856,38.19,91,98,3.2,overcast clouds
529,Krasnoselkup,RU,65.7,82.4667,33.13,98,100,20.0,overcast clouds
530,Suleja,NG,9.1758,7.1808,77.31,72,67,2.53,broken clouds
531,Kismayo,SO,-0.3582,42.5454,79.7,76,69,12.73,broken clouds
532,Jiayuguan,CN,39.8167,98.3,20.05,39,0,5.21,clear sky
533,Kirakira,SB,-10.4544,161.9205,80.04,79,9,5.73,clear sky
534,Aksarka,RU,66.5606,67.7975,23.83,95,100,10.07,light snow
535,Glazunovka,RU,52.4986,36.3275,41.56,85,100,12.77,overcast clouds
536,Tawau,MY,4.2498,117.8871,78.35,85,100,4.7,overcast clouds
537,Senno,RU,59.5336,33.9167,34.27,97,100,7.34,snow
538,Buzdyak,RU,54.5833,54.55,39.72,75,100,19.55,overcast clouds
539,Kashi,CN,39.4547,75.9797,30.4,35,10,1.45,clear sky
540,Vikindu,TZ,-7.0067,39.2985,73.15,87,17,5.82,few clouds
541,Ballina,AU,-28.8667,153.5667,68.18,98,100,12.35,light rain
542,Listvyanka,RU,51.8535,104.8693,18.9,75,79,2.62,broken clouds
543,Cap-Aux-Meules,CA,47.3821,-61.8597,46.45,78,2,18.54,clear sky
544,Alenquer,BR,-1.9417,-54.7383,86.34,48,55,2.91,broken clouds
545,Ust-Nera,RU,64.5667,143.2,-5.67,98,100,4.16,overcast clouds
546,Tumarbong,PH,10.3766,119.4579,80.17,90,69,7.96,broken clouds
547,Buala,SB,-8.145,159.5921,79.21,82,50,6.96,light rain
548,Lompoc,US,34.6391,-120.4579,72.09,52,1,11.5,clear sky
549,Carauari,BR,-4.8828,-66.8958,82.99,67,100,1.28,overcast clouds
550,Tromso,NO,69.6496,18.957,32.02,80,75,1.99,light snow
551,Camana,PE,-16.6228,-72.7111,69.93,69,15,10.33,few clouds
552,Kosh-Agach,RU,50.0,88.6667,7.59,74,0,1.83,clear sky
553,Luklukan,PH,14.3254,122.7124,79.14,90,61,8.88,light rain
554,Artesia,US,33.8658,-118.0831,76.28,75,90,1.99,haze
555,Jalu,LY,29.0331,21.5482,71.73,39,0,7.11,clear sky
556,Marawi,PH,7.9986,124.2928,66.65,91,71,1.95,broken clouds
557,Kiunga,PG,-6.1219,141.2906,73.8,99,99,1.63,overcast clouds
558,Ternate,ID,0.8,127.4,81.1,81,83,5.28,broken clouds
559,Krasnozerskoye,RU,53.9828,79.2374,29.44,65,100,14.79,overcast clouds
560,Inhapim,BR,-19.5492,-42.12,78.04,69,92,3.83,overcast clouds
561,Roald,NO,62.5833,6.1333,42.33,75,0,16.11,clear sky
562,Abatskoye,RU,56.2875,70.4555,34.88,40,100,19.93,overcast clouds
563,Sartana,UA,47.1744,37.6927,46.85,25,100,5.77,overcast clouds
564,Kloulklubed,PW,7.0419,134.2556,79.3,74,98,11.65,overcast clouds
565,Thinadhoo,MV,0.5333,72.9333,83.03,70,17,15.41,few clouds
566,Plettenberg Bay,ZA,-34.0527,23.3716,59.0,86,100,0.2,overcast clouds
567,Kupang,ID,-10.1667,123.5833,80.58,77,37,4.79,scattered clouds
568,Diamantino,BR,-14.4086,-56.4461,81.54,63,100,4.32,overcast clouds
569,Dwarka,IN,22.2394,68.9678,81.23,47,100,7.34,overcast clouds
570,Belmonte,BR,-15.8631,-38.8828,79.3,74,98,9.4,overcast clouds
571,Broken Hill,AU,-31.95,141.4333,56.88,55,32,14.27,scattered clouds
572,Makkaveyevo,RU,51.7533,113.9454,20.12,94,8,2.66,clear sky
573,Saint-Georges,GD,12.0564,-61.7485,83.14,70,12,15.08,few clouds
574,Mokhsogollokh,RU,61.4681,128.9203,5.38,96,100,3.47,overcast clouds
575,Kudahuvadhoo,MV,2.6708,72.8944,82.83,74,100,18.32,overcast clouds
576,Perdoes,BR,-21.0908,-45.0914,82.38,55,80,1.61,broken clouds
577,Bataipora,BR,-22.2953,-53.2711,85.73,56,91,9.86,overcast clouds
578,Belyy Yar,RU,53.6039,91.3903,35.49,55,0,11.18,clear sky
579,Agbor,NG,6.2518,6.1934,76.23,94,100,2.24,moderate rain
580,Rudnaya Pristan,RU,44.3614,135.8116,37.53,35,100,3.31,overcast clouds
581,Elizabeth City,US,36.2946,-76.2511,57.97,84,90,1.01,overcast clouds
582,Mahajanga,MG,-15.7167,46.3167,80.62,78,20,2.3,few clouds
583,Linhares,BR,-19.3911,-40.0722,77.58,72,85,6.2,overcast clouds
584,Aden,YE,12.7794,45.0367,82.56,61,8,11.48,clear sky
585,Vao,NC,-22.6667,167.4833,69.75,71,0,5.21,clear sky
586,Basco,PH,20.4487,121.9702,81.59,78,27,11.27,scattered clouds
587,Leczyca,PL,52.0596,19.1997,45.16,79,100,17.38,overcast clouds
588,Hambantota,LK,6.1241,81.1185,77.38,85,100,14.27,overcast clouds
589,Marcianise,IT,41.0322,14.3009,73.45,56,0,2.3,clear sky
590,Qianguo,CN,45.1171,124.8568,22.1,95,100,15.84,snow
591,Tapes,BR,-30.6733,-51.3958,68.29,57,0,10.04,clear sky
592,Mayo,US,38.8876,-76.5119,60.31,51,1,7.0,clear sky
593,Astoria,US,46.1879,-123.8313,47.86,88,100,8.01,moderate rain
594,Nuuk,GL,64.1835,-51.7216,25.41,63,1,11.5,clear sky
595,Abonnema,NG,4.7084,6.7931,78.82,86,100,5.39,light rain
596,Clinton,US,42.587,-82.9199,65.75,59,20,1.99,few clouds
597,Gigmoto,PH,13.7796,124.39,80.22,88,100,9.01,overcast clouds
598,Nioki,CD,-2.7167,17.6833,69.93,97,97,2.28,overcast clouds
599,Necochea,AR,-38.5473,-58.7368,62.04,56,74,13.8,broken clouds
600,Hualmay,PE,-11.0964,-77.6139,68.92,75,76,9.78,broken clouds
601,Manggar,ID,-2.8833,108.2667,78.57,85,100,4.76,overcast clouds
602,Arvika,SE,59.6553,12.5852,38.01,89,95,7.38,overcast clouds
603,Skibbereen,IE,51.55,-9.2667,48.0,93,100,3.38,overcast clouds
604,Zaragoza,ES,41.6561,-0.8773,55.02,65,0,14.0,clear sky
605,Acapulco,MX,16.8634,-99.8901,84.09,65,98,4.47,overcast clouds
606,Srandakan,ID,-7.9386,110.2506,59.74,92,100,5.97,overcast clouds
607,Bambanglipuro,ID,-7.95,110.2833,59.61,92,100,6.11,overcast clouds
608,Trat,TH,12.5,102.5,83.98,94,100,2.28,overcast clouds
609,Khazar,RU,41.9974,48.3332,55.0,62,100,3.94,overcast clouds
610,Bergen,NO,60.392,5.328,46.65,96,20,0.0,fog
611,Amapa,BR,1.0,-52.0,84.49,70,83,4.0,heavy intensity rain
612,La Paz,BO,-16.5,-68.15,63.27,29,100,10.71,overcast clouds
613,Jinchang,CN,38.4953,102.1739,25.83,22,0,1.79,clear sky
614,Noshiro,JP,40.2039,140.0242,48.58,79,25,6.71,scattered clouds
615,Katherine,AU,-14.4667,132.2667,80.92,83,90,4.61,overcast clouds
616,Mugumu,TZ,-1.85,34.7,66.11,73,79,0.98,broken clouds
617,Novyy Urengoy,RU,66.0833,76.6333,33.22,97,100,17.98,light snow
618,Portree,GB,57.4129,-6.1942,47.86,80,94,5.32,overcast clouds
619,Eureka,US,40.8021,-124.1637,57.58,78,10,1.01,clear sky
620,Pahalgam,IN,34.0333,75.3333,31.21,60,0,10.67,clear sky
621,Imperia,IT,43.9667,7.7833,57.99,68,37,10.85,scattered clouds
622,Lovozero,RU,68.005,35.0117,21.38,93,100,8.48,overcast clouds
623,Wewak,PG,-3.5534,143.6268,79.07,83,69,4.74,broken clouds
624,Santa Marta,CO,11.2408,-74.199,85.57,72,74,11.41,broken clouds
625,Seydi,TM,39.4816,62.9137,40.06,22,99,4.94,overcast clouds
626,Alindao,CF,5.0267,21.2088,71.71,96,100,2.33,moderate rain
627,Chulumani,BO,-16.4096,-67.5263,73.45,71,87,5.23,overcast clouds
628,Antalaha,MG,-14.9003,50.2788,73.49,86,12,7.14,few clouds
629,Pyaozerskiy,RU,65.8333,31.1667,21.6,89,20,4.14,few clouds
630,Gumdag,TM,39.2061,54.5906,45.72,39,0,8.68,clear sky
631,Idaho Falls,US,43.4666,-112.0341,43.36,76,75,1.01,broken clouds
632,Lahij,YE,13.1667,44.5833,76.82,57,5,5.73,clear sky
633,Rio Grande,BR,-32.035,-52.0986,69.91,62,8,10.65,clear sky
634,Ozernovskiy,RU,51.5,156.5167,35.49,62,100,18.86,overcast clouds
635,Waipawa,NZ,-41.4122,175.5153,55.29,76,0,1.72,clear sky
636,Bandarbeyla,SO,9.4942,50.8122,78.48,71,9,12.37,clear sky
637,Deniliquin,AU,-35.5333,144.9667,48.0,81,0,5.79,clear sky
638,Letterkenny,IE,54.95,-7.7333,46.29,89,41,4.14,scattered clouds
639,Villaviciosa,ES,43.4813,-5.4357,57.09,77,100,1.9,overcast clouds
640,Micheweni,TZ,-4.9667,39.8333,77.59,77,6,8.9,clear sky
641,Gazanjyk,TM,39.2446,55.5154,45.77,41,0,7.29,clear sky
642,San Jose,US,37.3394,-121.895,62.67,53,40,1.99,scattered clouds
643,Kolvereid,NO,64.8655,11.6047,31.23,66,7,6.82,clear sky
644,Port Lincoln,AU,-34.7333,135.8667,51.78,70,6,4.59,clear sky
645,Semme,FR,46.1963,1.5007,46.81,99,100,2.04,overcast clouds
646,Nargana,PA,9.4428,-78.5906,84.88,70,94,7.11,overcast clouds
647,Moissac,FR,44.1024,1.0945,52.29,84,100,8.63,overcast clouds
648,Kavaratti,IN,10.5669,72.642,81.54,71,98,4.18,overcast clouds
649,Aquiraz,BR,-3.9014,-38.3911,89.22,58,95,11.34,overcast clouds
650,Mwene-Ditu,CD,-7.0,23.45,69.53,86,100,3.36,overcast clouds
651,Pachperwa,IN,27.5167,82.65,66.16,75,58,3.18,broken clouds
652,Inndyr,NO,67.0338,14.0276,32.04,69,3,6.06,clear sky
653,Cariati,IT,39.4922,16.9594,64.27,76,100,4.34,overcast clouds
654,Mangai,CD,-4.05,19.5333,72.14,95,100,2.08,overcast clouds
655,Flinders,AU,-34.5833,150.8552,65.17,91,100,1.01,light rain
656,Micasasa,RO,46.0833,24.1167,58.57,86,72,1.32,broken clouds
657,Varberg,SE,57.1056,12.2508,47.25,88,15,12.48,few clouds
658,Kieta,PG,-6.2167,155.6333,79.54,77,39,3.67,scattered clouds
659,Adrar,MR,20.5022,-10.0711,77.16,20,2,6.87,clear sky
660,Qingquan,CN,30.4511,115.2559,39.06,54,21,9.28,few clouds
661,Hobyo,SO,5.3505,48.5268,80.26,67,95,10.2,overcast clouds
662,Atarra,IN,25.2833,80.5667,68.18,42,90,2.77,overcast clouds
663,Obera,AR,-27.4871,-55.1199,82.27,45,27,6.96,scattered clouds
664,Nagybaracska,HU,46.0425,18.9059,47.62,79,97,4.18,overcast clouds
665,Rapid City,US,44.0805,-103.231,69.1,33,1,8.99,clear sky
666,Nileshwar,IN,12.25,75.1,78.53,81,96,2.62,overcast clouds
667,Sokna,NO,60.24,9.9235,38.66,98,89,3.44,overcast clouds
668,Quilali,NI,13.567,-86.026,85.68,65,92,7.16,overcast clouds
669,Athabasca,CA,54.7169,-113.2854,38.84,44,100,4.59,overcast clouds
670,Araouane,ML,18.9048,-3.5265,86.41,16,83,9.48,broken clouds
671,Gambela,ET,8.25,34.5833,75.04,74,32,4.45,scattered clouds
672,Yenagoa,NG,4.9247,6.2642,77.72,89,100,3.96,light rain
673,Tam Ky,VN,15.5667,108.4833,76.98,88,100,4.45,overcast clouds
674,Bonavista,CA,48.6499,-53.1147,52.12,74,100,18.61,overcast clouds
675,Nantucket,US,41.2835,-70.0995,54.01,58,1,16.11,clear sky
676,Torrington,US,41.8007,-73.1212,56.5,43,47,1.01,scattered clouds
677,Tahta,EG,26.7693,31.5021,76.53,36,0,7.02,clear sky
678,Gariaband,IN,20.635,82.0614,59.99,69,4,2.59,clear sky
679,Mikhaylovka,RU,50.06,43.2379,41.45,83,0,5.59,clear sky
680,De-Kastri,RU,51.4667,140.7833,20.07,76,92,4.21,overcast clouds
681,Shahpur,IN,16.7,76.8333,73.18,59,100,6.08,overcast clouds
682,Le Port,RE,-20.9373,55.2919,75.2,91,35,3.56,scattered clouds
683,Batagay-Alyta,RU,67.8006,130.4114,-14.06,88,100,3.29,overcast clouds
684,Turinskaya Sloboda,RU,57.6232,64.3858,34.59,97,100,11.77,overcast clouds
685,Port Shepstone,ZA,-30.7414,30.455,69.78,84,96,1.48,overcast clouds
686,Ravar,IR,31.2656,56.8055,52.45,41,50,1.1,scattered clouds
687,Shahr-E Babak,IR,30.1165,55.1186,51.42,52,64,7.67,broken clouds
688,Danville,US,36.586,-79.395,64.65,35,1,10.36,clear sky
689,Caronport,CA,50.4501,-105.8179,49.68,30,0,19.55,clear sky
690,Umm Lajj,SA,25.0213,37.2685,79.21,62,0,5.97,clear sky
691,Karaton,ID,-6.3424,106.1045,75.36,94,99,2.19,light rain
692,Iskateley,RU,67.6803,53.1512,24.24,85,100,7.16,overcast clouds
693,Verkhoyansk,RU,67.5447,133.385,-22.92,91,23,2.37,few clouds
694,Jibuti,DJ,11.5,42.5,78.22,59,13,11.18,few clouds
695,Acarau,BR,-2.8856,-40.12,84.81,65,65,17.11,broken clouds
696,Quatre Cocos,MU,-20.2078,57.7625,76.08,84,61,13.22,light rain
697,Sur,OM,22.5667,59.5289,76.28,56,0,2.93,clear sky
698,Taranto,IT,40.6167,17.25,62.85,88,22,8.5,few clouds
699,Fortuna,US,40.5982,-124.1573,57.33,71,1,1.99,clear sky
